,name,kind,latitude_deg,longitude_deg,elevation_ft,region_name,municipality,geometry
6276,Canto da Praia Helipad,heliport,-27.093711,-48.60468,3.0,Santa Catarina,Itapema,POINT (4376467.403511896 6886156.280876473)
6277,Siframar Helipad,heliport,-27.1175,-48.608611,230.0,Santa Catarina,Itapema,POINT (4376030.07138289 6883198.954094529)
6278,Komprão Itapema Heliport,heliport,-27.129439,-48.612945,16.0,Santa Catarina,Itapema,POINT (4375547.904644882 6881714.5192174725)
6279,Área de Apoio Administrativo de Fuzileiros Navais em Itaóca Heliport,heliport,-20.963669,-40.813604,13.0,Espírito Santo,Itapemirim,POINT (5243241.215347033 7629168.98793724)
6280,Concrelagos Heliport,heliport,-21.192935,-41.903754,466.0,Rio de Janeiro,Itaperuna,POINT (5121959.70417039 7601993.081891855)
6281,Fazenda Santa Gertrudes Heliport,heliport,-23.654077,-48.16359,2280.0,São Paulo,Itapetininga,POINT (4425539.6062041 7307455.108705075)
6282,Eurofarma Laboratórios S.A. Helipad,heliport,-23.518732,-46.960732,2769.0,São Paulo,Itapevi,POINT (4559360.12262011 7323792.6573743755)
6283,LDB - Itapevi Heliport,heliport,-23.530395,-46.93712,2730.0,São Paulo,Itapevi,POINT (4561987.007949564 7322385.482230013)
6284,Cacau Show Helipad,heliport,-23.518415,-46.965371,2730.0,São Paulo,Itapevi,POINT (4558844.023981989 7323830.9025937095)
6285,Distrito Itaqui Heliport,heliport,-23.500556,-46.966111,3291.0,São Paulo,Itapevi,POINT (4558761.697404664 7325985.3937868485)
6286,Grupo Angelina Infraestrutura Heliport,heliport,-22.413056,-46.848056,2044.0,São Paulo,Itapira,POINT (4571895.567791269 7456634.681892186)
6287,Grupo Petrópolis Itapissuma Heliport,heliport,-7.791467,-34.925076,187.0,Pernambuco,Itapissuma,POINT (5898352.5068628555 9136283.856194308)
6288,Fazenda São Jorge Airstrip,closed,-18.6448,-51.4828,1885.0,Goiás,Itaruma,POINT (4056270.4187412504 7901762.8074053)
6289,Haras Rei Davi Heliport,heliport,-20.165555,-44.3675,2802.0,Minas Gerais,Itatiaiuçu,POINT (4847862.710146256 7723448.077652597)
6290,Fazenda Santapazienza Heliport,heliport,-23.0683,-46.8267,2520.0,São Paulo,Itatiba,POINT (4574271.468312013 7378042.928948926)
6291,Zimba D. Pedro I Heliport,heliport,-23.033789,-46.733592,2632.0,São Paulo,Itatiba,POINT (4584629.931773586 7382191.830207037)
6292,Terras II Heliport,heliport,-23.342778,-47.306111,2139.0,São Paulo,Itu,POINT (4520935.972687828 7345006.772970937)
6293,Parque Maeda Heliport,heliport,-23.339167,-47.3475,2142.0,São Paulo,Itu,POINT (4516331.3582163425 7345441.839245297)
6294,Gandini Terras Heliport,heliport,-23.298827,-47.287635,1903.0,São Paulo,Itu,POINT (4522991.4670697935 7350301.3347460665)
6295,Bethaville Empresarial Itú Heliport,heliport,-23.315912,-47.323136,2083.0,São Paulo,Itu,POINT (4519041.905148698 7348243.3987995805)
6296,SAC Firearms Heliport,heliport,-23.279167,-47.336111,1854.0,São Paulo,Itu,POINT (4517598.408742225 7352669.105958849)
6297,Coudelaria Rocas do Vouga Heliport,heliport,-23.298058,-47.402723,1847.0,São Paulo,Itu,POINT (4510187.681757407 7350393.956656095)
6298,Décio Ituiutaba Heliport,heliport,-18.96454,-49.502227,1939.0,Minas Gerais,Ituiutaba,POINT (4276613.3866224205 7864410.791220045)
6299,Maximus Helipad,heliport,-27.414576,-49.601694,1345.0,Santa Catarina,Ituporanga,POINT (4265547.47085651 6846214.206493551)
6300,Gama Terra Heliport,heliport,-20.346005,-47.79002,1962.0,São Paulo,Ituverava,POINT (4467100.064976065 7702175.421612043)
6301,Cepasa Heliport,heliport,-8.128333,-35.013056,299.0,Pernambuco,Jaboatão dos Guararapes,POINT (5888564.544331716 9098690.643386003)
6302,Praia do Paiva Heliport,heliport,-8.239522,-34.938377,3.0,Pernambuco,Jaboatão dos Guararapes,POINT (5896872.742261507 9086275.335647006)
6303,Ages Jacobina Heliport,heliport,-11.156709,-40.574743,1857.0,Bahia,Jacobina,POINT (5269815.010734057 8759130.87469078)
6304,Yamana Gold Heliport,heliport,-11.259879,-40.518416,2136.0,Bahia,Jacobina,POINT (5276081.50954619 8747505.207508553)
6305,Pontal de Jaguaripe Heliport,heliport,-13.113333,-38.875278,16.0,Bahia,Jaguaripe,POINT (5458884.114427872 8537890.263025967)
6306,Fly Green Heliport,heliport,-15.28387,-43.831043,1634.0,Minas Gerais,Jaíba,POINT (4907544.694865137 8290355.0376168145)
6307,Hospital São José Heliport,heliport,-26.488056182900003,-49.0838890076,197.0,Santa Catarina,Jaraguá Do Sul,POINT (4323154.3799727615 6961236.524149348)
6308,Nanete Têxtil Heliport,heliport,-26.536313,-49.12631,151.0,Santa Catarina,Jaraguá do Sul,POINT (4318434.954147064 6955269.132923797)
6309,"Marisol Helipad,",heliport,-26.482251,-49.063997,164.0,Santa Catarina,Jaraguá do Sul,POINT (4325367.408218476 6961954.216768696)
6310,Bold Heliport,heliport,-26.441162,-49.059319,98.0,Santa Catarina,Jaraguá do Sul,POINT (4325887.845689727 6967032.988568808)
6311,Almarias Heliport,heliport,-23.135215,-46.78413,2536.0,São Paulo,Jarinu,POINT (4579007.471550824 7369995.360250266)
6312,Quinta dos Pinheiros Heliport,heliport,-23.173611,-46.736667,2726.0,São Paulo,Jarinu,POINT (4584287.831469163 7365375.811292555)
6313,Elisa Heliport,heliport,-23.154728,-46.780182,2671.0,São Paulo,Jarinu,POINT (4579446.694966065 7367647.854406642)
6314,Natural Drinks Jarinu Heliport,closed,-23.038055,-46.695833,2582.0,São Paulo,Jarinu,POINT (4588830.701007655 7381679.0313065685)
6315,Reobot Heliport,heliport,-23.157811,-46.662605,3041.0,São Paulo,Jarinu,POINT (4592527.386833805 7367276.923354695)
6316,BBP Heliport,heliport,-23.041095,-46.708707,2580.0,São Paulo,Jarinu,POINT (4587398.441066465 7381313.594971869)
6317,Jaru Tradição Heliport,heliport,-10.4425,-62.448333,505.0,Rondônia,Jaru,POINT (2836331.499237196 8839498.773291461)
6318,Fazenda São João Heliport,heliport,-22.418673,-48.600434,1854.0,São Paulo,Jaú,POINT (4376939.78006233 7455962.572969015)
6319,Sociedade de Propósito Específico Fazenda Falésias SPE Ltda Heliport,heliport,-10.0275,-36.020833,115.0,Alagoas,Jequiá da Praia,POINT (5776447.2049847795 8886110.860454742)
6320,Ji Paraná Tradição Heliport,heliport,-10.933595,-61.926452,568.0,Rondônia,Ji-Paraná,POINT (2894391.87288704 8784258.136645649)
6321,Matusa Heliport,heliport,-2.79621,-40.509238,62.0,Ceará,Jijoca de Jericoacoara,POINT (5277102.581609281 9690873.817919977)
6322,Pegoraro Joaçaba Heliport,heliport,-27.175885,-51.516238,2119.0,Santa Catarina,Joaçaba,POINT (4052550.369967481 6875938.133912348)
6323,Centro de Convenções de João Pessoa Heliport,heliport,-7.189669,-34.803053,89.0,Paraíba,João Pessoa,POINT (5911927.825707334 9203367.323923403)
6324,Helicentro Catarina Heliport,heliport,-26.275278,-48.906667,49.0,Santa Catarina,Joinville,POINT (4342870.706070534 6987518.371891764)
6325,Fazenda Catuaí,seaplane_base,-11.468052,-57.609239,961.0,Mato Grosso,Juara,POINT (3374691.0213633482 8724034.424912091)
6326,ITH Helipad.,heliport,-21.781148,-43.361251,2854.0,Minas Gerais,Juiz de Fora,POINT (4959810.056236231 7532072.981359983)
6327,Polícia Militar de Minas Gerais - Juíz de Fora Heliport,heliport,-21.736981,-43.364282,2349.0,Minas Gerais,Juiz de Fora,POINT (4959472.851025593 7537333.028153695)
6328,Marcelo Machado Heliport,heliport,-21.786158,-43.397058,3045.0,Minas Gerais,Juiz de Fora,POINT (4955826.4511628905 7531476.214474535)
6329,Zezé Heliport,heliport,-23.128289,-47.003283,2480.0,São Paulo,Jundiaí,POINT (4554626.233171797 7370828.507601166)
6330,Ecofabril Heliport,heliport,-23.175832,-46.938558,2375.0,São Paulo,Jundiaí,POINT (4561827.027384437 7365108.554501878)
6331,Jucara Airport,closed,-15.860782,-50.883648,1287.0,Goiás,Jussara,POINT (4122927.355845785 8224140.33736234)
6332,Fazenda Santa Helena I Airstrip,closed,-15.75612,-50.934768,1087.0,Goiás,Jussara,POINT (4117240.146882477 8236166.880379065)
6333,1° Esquadrão de Helicópteros de Emprego Geral do Oeste Heliport,heliport,-19.005007,-57.59443,320.0,Mato Grosso do Sul,Ladário,POINT (3376338.5541790286 7859678.295169229)
6334,Rialma Eólica Heliport,heliport,-6.083942,-36.498814,2293.0,Rio Grande do Norte,Lagoa Nova,POINT (5723270.799908668 9326395.650732592)
6335,Attack Heliport,heliport,-19.597222,-43.881389,2438.0,Minas Gerais,Lagoa Santa,POINT (4901943.595051626 7790285.662355141)
6336,Mercado Internacional Heliport,heliport,-19.657375,-43.913548,2559.0,Minas Gerais,Lagoa Santa,POINT (4898365.837754071 7783222.925067559)
6337,Soul João Heliport,heliport,-7.177222,-35.853056,2024.0,Pernambuco,Lagoa Seca,POINT (5795112.753854828 9204753.836037168)
6338,Bahiamido Heliport,heliport,-13.108977,-39.284284,666.0,Bahia,Laje,POINT (5413381.32512336 8538384.687745923)
6339,Blumen Park Heliport,heliport,-29.433768,-52.01745,276.0,Rio Grande do Sul,Lajeado,POINT (3996789.4666240267 6592085.379742426)
6340,André Guimarães Helipad,heliport,-12.875365,-38.308721,197.0,Bahia,Lauro de Freitas,POINT (5521914.788305509 8564887.750147516)
6341,Cruz Heliport,heliport,-12.85718,-38.316961,75.0,Bahia,Lauro de Freitas,POINT (5520998.070741783 8566949.76609611)
6342,Cesaroni Heliport,heliport,-12.859253,-38.317058,82.0,Bahia,Lauro de Freitas,POINT (5520987.279285025 8566714.714126794)
6343,Itamar Musse Heliport,heliport,-12.874726,-38.316552,52.0,Bahia,Lauro de Freitas,POINT (5521043.572863575 8564960.209585035)
6344,Fontanella Heliport,heliport,-28.394946,-49.388687,843.0,Santa Catarina,Lauro Muller,POINT (4289244.953635213 6723439.51802118)
6345,Josidith II Heliport,heliport,-16.614804,-48.7896,3550.0,Goiás,Leopoldo de Bulhões,POINT (4355894.659351198 8137307.17915619)
6346,Hospital Regional do Vale do Jaguaribe Heliport,heliport,-5.118611,-38.148333,112.0,Ceará,Limoeiro do Norte,POINT (5539758.295175755 9433591.782399373)
6347,Limoeiro do Norte Airport,closed,-5.152301,-38.139404,100.0,Ceará,Limoeiro do Norte,POINT (5540751.665458099 9429853.58380057)
6348,Unidade de Tratamento de Gás de Cacimbas (UTCG) Heliport,heliport,-19.4658336639,-39.7583312988,16.0,Espírito Santo,Linhares,POINT (5360642.552690512 7805703.071553873)
6349,Linhares Geração S/A Heliport,heliport,-19.532935,-39.802092,16.0,Espírito Santo,Linhares,POINT (5355774.081405197 7797830.832299802)
6350,Palhano Premium Helipad.,heliport,-23.335498,-51.176805,2270.0,Paraná,Londrina,POINT (4090313.0147257447 7345883.881314117)
6351,Hospital do Coração - Unidade Santa Alice Helipad,heliport,-23.341177,-51.163325,1808.0,Paraná,Londrina,POINT (4091812.693458636 7345199.668688739)
6352,Magazine Luiza Heliport,heliport,-23.11722183227539,-46.99222183227539,2362.0,São Paulo,Louveira,POINT (4555856.811658262 7372159.716976846)
6353,Carnaubinha Praia Resort Heliport,heliport,-2.908821,-41.496665,26.0,Piauí,Luís Correia,POINT (5167249.223138778 9678413.825769113)
6354,Ninho do Pássaro II Heliport,heliport,-26.713563,-48.913335,200.0,Santa Catarina,Luiz Alves,POINT (4342128.876857558 6933328.744991168)
6355,Hospital Municipal Dr. Fernando Pereira Da Silva Heliport,heliport,-22.356111,-41.805833,10.0,Rio de Janeiro,Macaé,POINT (5132853.62414097 7463446.95436132)
6356,Barroco Lopes Heliport,heliport,-22.322329,-41.744978,33.0,Rio de Janeiro,Macaé,POINT (5139623.872604625 7467486.929347964)
6357,Vale das Palmeiras Heliport,heliport,-22.388214,-41.855829,39.0,Rio de Janeiro,Macaé,POINT (5127291.462573491 7459606.851949435)
6358,Jundiá Heliport,heliport,-22.40108,-41.875688,89.0,Rio de Janeiro,Macaé,POINT (5125082.106493633 7458067.592880322)
6359,Petrobrás P-52 Platform Helipad,heliport,-21.905,-39.737222,105.0,Rio de Janeiro,Macaé,POINT (5362991.007176906 7517314.1326901745)
6360,Plataforma Petrobrás PRA-1 Helipad,heliport,-22.171507,-40.122036,128.0,Rio de Janeiro,Macaé,POINT (5320179.629438128 7485511.629152277)
6361,Plataforma Fixa Central de Enchova PCE-1 Helipad,heliport,-22.709226,-40.693268,73.0,Rio de Janeiro,Macaé,POINT (5256628.851845636 7421158.404760126)
6362,Plataforma PPM-1 Helipad,heliport,-22.795833,-40.763889,200.0,Rio de Janeiro,Macaé,POINT (5248772.115065555 7410769.689634524)
6363,Plataforma Namorado 2 PNA-2 Helipad,heliport,-22.373333,-40.413056,171.0,Rio de Janeiro,Macaé,POINT (5287803.034123148 7461387.001453599)
6364,Ceta Ecotel Heliport,heliport,-0.0478,-51.1186,30.0,Amapá,Macapá,POINT (4096788.4450408733 9994717.747213827)
6365,Hospital Universitário UNIFAP Helipad,heliport,3.2e-05,-51.083325,59.0,Amapá,Macapá,POINT (4100712.8639802444 10000003.536235759)
6366,Macáuzinho Airport,closed,-5.170407,-36.586049,141.0,Rio Grande do Norte,Macau,POINT (5713565.7202155115 9427844.482695471)
6367,República dos Palmares Helipad,heliport,-9.65983,-35.740645,69.0,Alagoas,Maceió,POINT (5807618.717211135 8927356.350770237)
6368,Empresarial Delman Helipad,heliport,-9.673878,-35.718547,121.0,Alagoas,Maceió,POINT (5810077.166813466 8925781.28547528)
6369,Convem Heliport,heliport,-22.660191,-43.158393,56.0,Rio de Janeiro,Magé,POINT (4982378.441132137 7427037.321245985)
6370,Fazenda Santa Cláudia Heliport,heliport,-17.175662,-49.509013,2172.0,Goiás,Mairipotaba,POINT (4275858.429657925 8072495.459102806)
6371,Amazonas State Government Palace Heliport,heliport,-3.092774,-60.060239,213.0,Amazonas,Manaus,POINT (3102012.047007569 9658057.369510397)
6372,Hospital Zona Norte Heliport,heliport,-2.998256,-60.029901,361.0,Amazonas,Manaus,POINT (3105387.214173625 9668517.276556205)
6373,Amazonas Business Hotel Heliport,heliport,-3.093079,-60.02088,328.0,Amazonas,Manaus,POINT (3106390.8196520694 9658023.614937475)
6374,Getúlio Vargas University Hospital Heliport,heliport,-3.116278,-60.019147,400.0,Amazonas,Manaus,POINT (3106583.6195959947 9655456.135743681)
6375,RDP Heliport,heliport,-22.99338,-44.0966,20.0,Rio de Janeiro,Mangaratiba,POINT (4878000.912575052 7387048.421716206)
6376,Heliponto do Centro de Avaliação da Ilha da Marambaia (CADIM),heliport,-23.061338,-43.989832,3.0,Rio de Janeiro,Mangaratiba,POINT (4889879.080153191 7378879.984948233)
6377,Kamar Heliport,heliport,-22.937626,-44.079112,30.0,Rio de Janeiro,Mangaratiba,POINT (4879946.489851076 7393746.8534679655)
6378,Helinorte Heliport,heliport,-5.362996,-49.069018,367.0,Pará,Marabá,POINT (4324808.811266114 9406470.532197356)
6379,Del Rio Helipad,heliport,-3.865528,-38.592747,190.0,Ceará,Maracanaú,POINT (5490316.290398379 9572501.909972522)
6380,Metaneide Heliport,heliport,-3.84203,-38.599859,171.0,Ceará,Maracanaú,POINT (5489525.065239008 9575104.575727694)
6381,Valda Costa Heliport,heliport,-8.917833,-35.165015,36.0,Alagoas,Maragogi,POINT (5871658.781678054 9010457.084451102)
6382,Costa dos Corais - Maragogi Airport (under construction),closed,-8.99796,-35.24374,,Alagoas,Maragogi,POINT (5862900.457624133 9001491.67157341)
6383,Pousada Kaluana Heliport,heliport,-13.882125,-38.944659,23.0,Bahia,Maraú,POINT (5451165.330290875 8450487.223812586)
6384,Kiaroa Marine Heliport,heliport,-13.958889,-38.970833,16.0,Bahia,Maraú,POINT (5448253.417000469 8441744.16782466)
6385,Patura Maraú Heliport,heliport,-13.984414,-38.944461,26.0,Bahia,Maraú,POINT (5451187.358212918 8438836.338818477)
6386,Thiago Simon Heliport,heliport,-26.739722,-53.191667,2024.0,Santa Catarina,Maravilha,POINT (3866155.3225068827 6930087.809376889)
6387,Instituto de Ciências Náuticas Heliport,heliport,-22.934679,-42.948834,23.0,Rio de Janeiro,Maricá,POINT (5005692.326561358 7394100.836087624)
6388,Paraná Moda Park Helipad,heliport,-23.462512,-51.993904,1880.0,Paraná,Maringá,POINT (3999409.0093127983 7330573.998278568)
6389,Miriti Internacional Golfe Marina Helipad,heliport,-1.338547,-48.318681,46.0,Pará,Marituba,POINT (4408285.401874515 9852067.057425087)
6390,Tivoli Ecoresort Praia do Forte Heliport,heliport,-12.57885,-38.01345,16.0,Bahia,Mata de São João,POINT (5554764.316431582 8598491.154450953)
6391,Sítio Rosa Mística Heliport.,heliport,-21.537077,-48.504512,1781.0,São Paulo,Matão,POINT (4387611.307022002 7561120.108506111)
6392,Haras Sahara Heliport,heliport,-19.534494,-44.02111,2244.0,Minas Gerais,Matozinhos,POINT (4886399.3359835055 7797647.89320267)
6393,Fazenda Vereda Heliport,heliport,-19.436403,-44.035504,2270.0,Minas Gerais,Matozinhos,POINT (4884797.972802404 7809154.796914732)
6394,Cooperativa Lar Heliport,heliport,-25.27427,-54.067369,1601.0,Paraná,Medianeira,POINT (3768731.608430464 7110516.453432038)
6395,Fazenda Serra Azul Heliport,heliport,-16.206944,-41.471667,1982.0,Minas Gerais,Medina,POINT (5170030.303922518 8184318.132287961)
6396,Posto O Fazendeiro Heliport,heliport,-24.256607,-47.378934,200.0,São Paulo,Miracatu,POINT (4512834.258714139 7234514.133242719)
6397,Solar das Paineiras Heliport,heliport,-22.2965,-46.8556,2427.0,São Paulo,Mogi Guaçu,POINT (4571056.281711082 7470575.1411202345)
6398,Velo Città Heliport,heliport,-22.285185,-46.85111,2369.0,São Paulo,Mogi Guaçu,POINT (4571555.803781607 7471927.822893349)
6399,Eco Forte Heliport,heliport,-22.300278,-46.983056,2165.0,São Paulo,Mogi Guaçu,POINT (4556876.5300360555 7470123.465389968)
6400,Helbor Concept Helipad,heliport,-23.516853,-46.179003,2677.0,São Paulo,Moji das Cruzes,POINT (4646329.14014119 7324019.352440735)
6401,Júlio Simões - Matriz Helipad,heliport,-23.541819,-46.231397,2503.0,São Paulo,Moji das Cruzes,POINT (4640500.195962327 7321007.020847798)
6402,Aurora Heliport,heliport,-22.486438,-46.988257,2165.0,São Paulo,Moji-Mirim,POINT (4556297.90770002 7447851.900699221)
6403,Usina Biopalma Moju Heliport,heliport,-2.23301,-48.86038,49.0,Pará,Moju,POINT (4348020.233482205 9753172.613795632)
6404,Mombaça North Airport,closed,-5.716924,-39.592269,922.0,Ceará,Mombaça,POINT (5379117.33739714 9367172.820791578)
6405,Chácara Monte Alegre Heliport,heliport,-22.69,-46.680556,2454.0,São Paulo,Monte Alegre Do Sul,POINT (4590530.299820887 7423463.706683777)
6406,Quimigel Heliport,heliport,-22.964815,-47.320637,1808.0,São Paulo,Monte Mor,POINT (4519319.924225367 7390480.644693686)
6407,Fazenda Nova Era Heliport,heliport,-16.082222,-50.061667,2503.0,Goiás,Mossâmedes,POINT (4214374.494164812 8198674.1293260995)
6408,Maisa Airport,closed,-5.02254,-37.5159,262.0,Rio Grande do Norte,Mossoró,POINT (5610117.81446941 9444250.604565477)
6409,Penitenciária Federal de Mossoró Heliport,heliport,-5.161247,-37.452339,295.0,Rio Grande do Norte,Mossoró,POINT (5617189.111200959 9428860.913581394)
6410,Base Naval de Natal Heliport,heliport,-5.79232,-35.224127,20.0,Rio Grande do Norte,Natal,POINT (5865082.445679636 9358798.241640553)
6411,Ninho Pássaro Heliport,heliport,-26.872641,-48.666478,33.0,Santa Catarina,Navegantes,POINT (4369592.244288217 6913608.317209296)
6412,NAVEPARK Heliport,heliport,-26.836626,-48.71233,13.0,Santa Catarina,Navegantes,POINT (4364491.1115537565 6918075.438914321)
6413,Teston I Heliport,heliport,-23.026194,-54.338066,1165.0,Mato Grosso do Sul,Naviraí,POINT (3738615.990184366 7383104.754332337)
6414,Escas-Ipê Heliport,heliport,-23.157222,-46.320833,2848.0,São Paulo,Nazaré Paulista,POINT (4630550.250327694 7367347.789539054)
6415,GOLD STAR Heliport,heliport,-20.900573,-49.786144,1519.0,São Paulo,Nipoã,POINT (4245027.015197626 7636640.619306347)
6416,Heliponto da Base Naval do Rio de Janeiro,heliport,-22.870808,-43.135505,7.0,Rio de Janeiro,Niterói,POINT (4984924.779918368 7401770.869571925)
6417,Hermitage Heliport,heliport,-22.915697,-42.991753,243.0,Rio de Janeiro,Niterói,POINT (5000917.496328646 7396380.696281301)
6418,Fazenda Angical Heliport,heliport,-10.903838,-39.420339,948.0,Bahia,Nordestina,POINT (5398244.916369392 8787607.936215496)
6419,Granitos.com Heliport,heliport,-28.662867,-51.740627,2031.0,Rio Grande do Sul,Nova Araçá,POINT (4027586.615427816 6689688.814035384)
